accession,seq_len,epitope_density,n_epitope_residues,method,auroc,auprc,precision_at_k,ig_scores_json
K6Z6I9,434,0.1382488479262673,60,random_mean,0.4912932263814616,0.14677392395962477,0.12933333333333333,
K6Z6I9,434,0.1382488479262673,60,shuffled_mean,0.4938796791443851,0.1465202108229857,0.13033333333333336,
K6ZY35,71,0.704225352112676,50,attention_weights,0.47904761904761906,0.6871790118791441,0.68,
K6ZY35,71,0.704225352112676,50,integrated_gradients,0.3380952380952381,0.6087648307698356,0.66,"[26.64456558227539,19.92986297607422,13.155941009521484,12.93236255645752,12.776509284973145,11.629229545593262,16.377702713012695,7.099656105041504,14.458078384399414,12.60185718536377,6.256438255310059,14.292147636413574,14.26838493347168,10.160614013671875,6.3213419914245605,6.870641708374023,5.049978733062744,6.515802383422852,6.312955856323242,7.0723772048950195,7.4050493240356445,17.998950958251953,11.100655555725098,11.337984085083008,5.430451393127441,5.362863540649414,4.934895038604736,23.3160343170166,5.857501029968262,6.940635681152344,5.166040420532227,4.863935470581055,5.134601593017578,12.678644180297852,5.347925186157227,6.3198957443237305,4.5039825439453125,5.580666542053223,3.902794599533081,6.860748291015625,6.375197410583496,4.101934432983398,5.849621295928955,11.006410598754883,4.304664611816406,3.075282096862793,4.227119445800781,4.009195804595947,5.3822784423828125,9.570525169372559,3.239236831665039,6.434308052062988,3.8884081840515137,6.896237373352051,4.108743667602539,4.288922309875488,9.658428192138672,8.608957290649414,3.790872097015381,5.9038238525390625,3.4047491550445557,5.918075084686279,9.349151611328125,3.981947422027588,14.140325546264648,5.577871322631836,5.703166961669922,6.900453567504883,4.757658958435059,5.1412458419799805,9.148213386535645]"
K6ZY35,71,0.704225352112676,50,random_mean,0.5062857142857143,0.7227444551275665,0.7070000000000001,
K6ZY35,71,0.704225352112676,50,shuffled_mean,0.4955619047619048,0.7186427142768348,0.7011999999999997,
K7AFF4,173,0.17341040462427745,30,attention_weights,0.22214452214452213,0.11068391127770591,0.0,
K7AFF4,173,0.17341040462427745,30,integrated_gradients,0.42191142191142195,0.165700742759982,0.1,"[11.137147903442383,5.928664207458496,4.408522605895996,4.172334671020508,4.3195037841796875,2.202049732208252,2.3483057022094727,2.2433347702026367,2.107496738433838,3.567366600036621,3.6703810691833496,3.903815746307373,3.6874775886535645,2.9585824012756348,3.3823082447052,2.3112237453460693,2.406226634979248,2.311312198638916,2.449516534805298,2.4375619888305664,2.3193886280059814,3.383653163909912,4.5031256675720215,16.00281524658203,4.824049949645996,1.9348777532577515,5.549312114715576,3.2195088863372803,2.4286727905273438,1.771765947341919,4.465830326080322,3.791901111602783,2.808718204498291,2.4637084007263184,1.5920090675354004,1.515526294708252,2.2857306003570557,2.7297797203063965,2.833747386932373,1.5384197235107422,1.2935036420822144,2.3076834678649902,1.484443187713623,1.8287787437438965,1.8168667554855347,1.5017374753952026,2.9882588386535645,1.2066751718521118,1.1445238590240479,1.71559739112854,1.4878933429718018,2.8493447303771973,1.9046566486358643,3.118972063064575,1.2012386322021484,1.3744621276855469,3.1563706398010254,1.7016565799713135,1.5736558437347412,1.36039400100708,1.4523258209228516,3.10579776763916,2.2754287719726562,2.251600742340088,2.3359973430633545,2.2120862007141113,2.757347822189331,2.7921628952026367,1.9425668716430664,2.7362866401672363,2.3339476585388184,3.1050667762756348,2.1010656356811523,2.6338329315185547,2.3787238597869873,3.025609016418457,4.206855297088623,1.8637737035751343,2.6118412017822266,2.2681920528411865,2.3070738315582275,1.8136944770812988,1.848262906074524,2.626185655593872,1.1010209321975708,2.1108081340789795,2.2675485610961914,1.249821662902832,2.4904978275299072,1.882108449935913,2.2854971885681152,2.9705986976623535,2.493802070617676,1.7683708667755127,2.717818260192871,1.6655423641204834,1.9725998640060425,1.9975743293762207,1.997816801071167,2.632234573364258,2.6287407875061035,2.2242043018341064,4.066920757293701,1.7610266208648682,3.342568874359131,3.2934861183166504,2.5290141105651855,3.740567684173584,2.3642067909240723,2.3120803833007812,1.94338059425354,2.9373788833618164,1.589984655380249,1.965939998626709,1.474999189376831,2.7845640182495117,1.7334468364715576,3.6111111640930176,2.092329740524292,3.2322354316711426,3.2284669876098633,1.7940278053283691,1.469659686088562,2.9003138542175293,5.0685834884643555,2.6958529949188232,3.5240302085876465,3.1686348915100098,2.697843551635742,2.7305490970611572,5.997729301452637,2.1003124713897705,1.8098117113113403,2.1483354568481445,1.8784798383712769,1.4875880479812622,1.6269705295562744,1.652302861213684,2.1039724349975586,1.4514296054840088,2.0479817390441895,2.1005754470825195,3.933340072631836,1.4908251762390137,3.5350914001464844,2.8204236030578613,1.385859727859497,2.62911057472229,1.2632477283477783,1.5195631980895996,1.6051691770553589,2.0830116271972656,2.009833335876465,1.1576637029647827,1.7162020206451416,1.5354418754577637,1.584413766860962,2.4608492851257324,2.18338942527771,1.2530277967453003,1.486649751663208,2.9013075828552246,2.4406685829162598,1.813673734664917,1.4818400144577026,1.6298916339874268,3.417745590209961,1.7385151386260986,1.2965596914291382,1.402489423751831,2.663790702819824,1.4494173526763916,1.9546507596969604]"
K7AFF4,173,0.17341040462427745,30,random_mean,0.5004335664335664,0.19641344824101922,0.17933333333333337,
K7AFF4,173,0.17341040462427745,30,shuffled_mean,0.5008671328671328,0.19355789870495355,0.16500000000000004,
K6Z707,239,0.4100418410041841,98,attention_weights,0.34664929801707917,0.32891913836581543,0.2755102040816326,
K6Z707,239,0.4100418410041841,98,integrated_gradients,0.4696772325951657,0.3872629519954398,0.3979591836734694,"[8.326175689697266,4.3729729652404785,2.891378879547119,3.0430238246917725,3.8835031986236572,2.7730252742767334,1.6970278024673462,2.7260637283325195,3.83396315574646,2.777688503265381,2.9935176372528076,2.8018016815185547,1.9609812498092651,2.727853775024414,1.452291488647461,3.014319896697998,2.573202610015869,3.1041674613952637,1.816059947013855,2.5142040252685547,1.8408255577087402,2.1136529445648193,2.0182929039001465,2.648456573486328,3.2635397911071777,4.342952251434326,2.737701177597046,2.7611942291259766,2.069321870803833,4.9396233558654785,2.7862415313720703,2.1206300258636475,2.278524160385132,4.544717788696289,3.6343302726745605,1.5821533203125,1.6154764890670776,2.313852548599243,1.968192458152771,1.2631934881210327,2.0124659538269043,2.9090747833251953,2.8419384956359863,2.3902716636657715,2.7456398010253906,2.1481940746307373,1.7988754510879517,2.824892997741699,1.6359505653381348,2.902420997619629,2.5446996688842773,2.205517053604126,2.142611265182495,2.6377320289611816,2.1431782245635986,3.169171094894409,1.981238842010498,2.5915775299072266,1.6912343502044678,1.2154386043548584,1.800594449043274,2.40032958984375,3.3837597370147705,1.6318252086639404,2.422213077545166,3.0239109992980957,1.806012749671936,1.4177383184432983,1.826080083847046,1.7638559341430664,1.384596347808838,1.6082535982131958,1.2461168766021729,1.2839009761810303,2.488736629486084,2.4900577068328857,1.91841721534729,1.148535966873169,2.2671093940734863,1.5395796298980713,1.9257044792175293,1.6421369314193726,1.1137280464172363,1.5024616718292236,1.6338412761688232,1.5048062801361084,2.452157497406006,1.4889121055603027,1.946467399597168,2.1934003829956055,1.8540594577789307,1.914965271949768,1.561492919921875,1.3895435333251953,1.3921606540679932,0.9909836053848267,1.131004810333252,2.56520414352417,1.258073091506958,1.8905130624771118,1.8098039627075195,1.7539007663726807,1.0021024942398071,1.791529655456543,1.3048834800720215,1.885613203048706,1.4867594242095947,0.8451561331748962,2.474750518798828,0.9558490514755249,0.9153807163238525,1.7664166688919067,1.42181396484375,0.8131037950515747,0.8397222757339478,1.340300440788269,1.2213822603225708,1.135718822479248,1.654001235961914,1.7832839488983154,1.6622593402862549,1.8511264324188232,1.2357673645019531,2.0506112575531006,1.0816569328308105,2.1764516830444336,1.3666682243347168,2.060556650161743,1.4054145812988281,1.604492425918579,1.034051775932312,1.50980544090271,1.4111948013305664,1.4695844650268555,1.844505786895752,2.804219961166382,2.7731738090515137,1.7690320014953613,1.4035661220550537,1.5713443756103516,2.1909947395324707,2.196751594543457,1.9535670280456543,1.2066214084625244,1.1366186141967773,2.5325400829315186,1.1774866580963135,1.4274554252624512,1.7112646102905273,2.4394993782043457,2.096437454223633,2.7330846786499023,1.1053576469421387,1.4047576189041138,3.5624961853027344,1.642716407775879,1.5023459196090698,1.4503538608551025,1.833775281906128,3.4515202045440674,2.2108380794525146,1.2565873861312866,1.9582445621490479,2.363797664642334,3.585470676422119,1.749407172203064,2.1587271690368652,1.534934639930725,2.8238449096679688,2.553130626678467,1.4437501430511475,2.657743215560913,2.5265161991119385,2.03631591796875,1.9412881135940552,3.619652032852173,3.6234660148620605,3.836958169937134,3.9142181873321533,3.0753839015960693,3.1130566596984863,1.6283074617385864,2.2953591346740723,2.3582844734191895,2.3222694396972656,1.3122247457504272,2.1051406860351562,1.9195678234100342,3.2292070388793945,1.6629563570022583,1.6306467056274414,2.0202713012695312,1.5820095539093018,1.5010055303573608,2.9199182987213135,2.509401321411133,2.5923831462860107,2.0480411052703857,2.246729850769043,1.5289417505264282,4.459601879119873,3.2314980030059814,1.8890705108642578,2.910008430480957,4.666426658630371,2.551513195037842,1.8421489000320435,3.8063106536865234,2.817997455596924,2.6931915283203125,2.8935770988464355,5.383916854858398,2.435879707336426,3.6386375427246094,3.7673490047454834,4.003357887268066,3.7530665397644043,2.8985097408294678,1.7470959424972534,3.409989833831787,5.344315052032471,1.8034552335739136,2.2293057441711426,2.2309563159942627,2.103731632232666,2.0057621002197266,2.6185927391052246,2.5983171463012695,2.16439151763916,3.351897716522217,1.8944638967514038,1.801025390625,1.3243834972381592,2.4180750846862793,3.07224440574646,1.4449509382247925,2.8433620929718018,2.019692897796631,1.892582654953003]"
K6Z707,239,0.4100418410041841,98,random_mean,0.49381314227818796,0.4191119068629374,0.40448979591836726,
K6Z707,239,0.4100418410041841,98,shuffled_mean,0.49511217252858586,0.41998439908543383,0.4052040816326531,
K7AFJ3,663,0.11312217194570136,75,attention_weights,0.4961451247165533,0.11876514240753497,0.14666666666666667,
K7AFJ3,663,0.11312217194570136,75,integrated_gradients,0.485124716553288,0.1207521598095646,0.12,"[2.8727712631225586,1.2041901350021362,1.2981880903244019,0.8220000863075256,0.8992826342582703,0.8026129007339478,0.5790895223617554,0.883362352848053,0.7806252241134644,0.8010305166244507,0.7862653732299805,0.7079975605010986,0.6675096154212952,1.0911939144134521,0.6206417083740234,0.5886357426643372,0.5911769270896912,0.591722309589386,0.5901100039482117,1.5988185405731201,0.9274539351463318,1.0348777770996094,0.8183498978614807,0.5799235105514526,1.752263069152832,0.822268009185791,1.9914004802703857,0.7062351703643799,2.0595250129699707,1.877168893814087,0.9481024742126465,0.5651975870132446,1.6308224201202393,0.3716905117034912,0.9119960069656372,0.7116284370422363,0.4409479796886444,0.8530579805374146,1.726642370223999,0.685492217540741,0.6604211330413818,0.6068603992462158,1.2098134756088257,0.8697911500930786,0.5452353954315186,0.3567334711551666,0.6038892269134521,0.7834711074829102,0.4316026568412781,0.4589804410934448,2.0797059535980225,0.7765625715255737,0.481892466545105,0.3844403028488159,0.37762129306793213,0.8935525417327881,0.8638253211975098,0.7816139459609985,0.4998839497566223,0.5143452286720276,1.0435422658920288,0.8125166893005371,0.8954346776008606,1.5914742946624756,0.9666073322296143,1.090704321861267,0.9800906181335449,1.2317242622375488,0.6889280080795288,0.6715673208236694,0.7918490171432495,0.6717805862426758,0.8185247182846069,0.7658213376998901,0.7642154693603516,0.9552118182182312,1.0618207454681396,1.4778786897659302,0.690126895904541,0.7260605096817017,0.6928479671478271,0.3924265503883362,0.658847987651825,0.643452525138855,0.39999160170555115,0.9390676021575928,0.8379751443862915,0.5824172496795654,0.6274232864379883,0.6428101658821106,0.6215766668319702,0.8263436555862427,0.9005294442176819,1.0389916896820068,0.5625293254852295,0.5906500220298767,0.584405779838562,0.5369328856468201,0.831674337387085,0.8607604503631592,1.0680838823318481,0.6470282673835754,0.7231468558311462,0.5032046437263489,2.464721918106079,0.7716939449310303,0.4653375744819641,1.0016183853149414,1.3335440158843994,0.392803430557251,0.36809203028678894,0.6618615984916687,0.630571722984314,0.354052871465683,0.5501232147216797,0.8106814026832581,0.7732947468757629,0.706246554851532,0.8451769351959229,0.5790624618530273,0.6063237190246582,0.8509597182273865,0.6600330471992493,0.5728756189346313,0.5996237397193909,1.1831836700439453,0.9859626889228821,1.1498111486434937,1.261780023574829,1.0813612937927246,0.9815692901611328,1.5127472877502441,1.7283973693847656,0.9912442564964294,1.9075868129730225,1.2042086124420166,1.128828763961792,1.6882095336914062,1.356008768081665,1.4553213119506836,1.9718575477600098,1.1448700428009033,1.398070216178894,1.3002197742462158,2.4033849239349365,0.5431444048881531,0.807136595249176,1.9620957374572754,1.4240469932556152,0.8901108503341675,0.7185941338539124,0.6753798723220825,1.1123727560043335,1.1207191944122314,0.9107853174209595,0.760282039642334,0.8421686887741089,1.2028669118881226,0.712908148765564,0.8066438436508179,1.929638385772705,0.5637046694755554,0.48842090368270874,0.7979286909103394,0.6672770380973816,0.555243194103241,0.8953834772109985,0.808847963809967,0.667811393737793,1.91322922706604,0.8815104961395264,0.9830660820007324,2.173096179962158,1.0067977905273438,0.7615720629692078,1.3660557270050049,1.6854403018951416,0.8674736022949219,0.68258136510849,0.9576985836029053,2.0034618377685547,1.068960189819336,1.8810830116271973,0.7643539309501648,0.7019121050834656,1.5436127185821533,1.3073824644088745,0.7526202201843262,0.741736650466919,0.8821988105773926,0.87894207239151,0.7239954471588135,0.8269991874694824,0.6026090979576111,1.295964002609253,1.381481647491455,1.6116127967834473,2.4838619232177734,1.2325185537338257,0.974929690361023,1.2390087842941284,1.592078447341919,1.3981678485870361,0.974785327911377,1.3229084014892578,0.8421724438667297,0.8323349952697754,1.672037124633789,2.0800795555114746,0.9527348279953003,0.8766762018203735,1.0177311897277832,0.9160072207450867,1.1369123458862305,1.2281184196472168,1.4225257635116577,1.4318130016326904,1.0105359554290771,1.18180251121521,1.3595144748687744,1.450429916381836,1.027421236038208,1.8225959539413452,1.1003320217132568,2.3788561820983887,1.283244252204895,1.4386368989944458,1.4152004718780518,1.0428640842437744,1.344841480255127,1.2229084968566895,1.4824552536010742,0.959932267665863,1.3376716375350952,1.6379258632659912,1.173805594444275,1.0454182624816895,1.0040221214294434,0.9579337239265442,1.8694669008255005,1.9394021034240723,0.8131177425384521,1.1621136665344238,1.1572613716125488,0.7231428623199463,1.3136838674545288,2.1633803844451904,1.1225826740264893,1.8964101076126099,1.3238270282745361,1.6294913291931152,1.3895189762115479,1.7082180976867676,1.769517421722412,1.7875490188598633,1.5564968585968018,1.8896081447601318,1.1935598850250244,1.6030902862548828,1.704554796218872,2.4507713317871094,1.3718782663345337,1.1823580265045166,1.486431360244751,1.8222531080245972,1.7214276790618896,2.1082205772399902,1.6037275791168213,1.2434887886047363,1.884871006011963,1.0972481966018677,1.2348988056182861,1.0828403234481812,0.858391284942627,0.8327946662902832,0.6941623687744141,1.5336545705795288,0.9142361879348755,0.7177627086639404,0.6906129717826843,0.732202410697937,1.6932356357574463,0.6065695881843567,0.48965176939964294,1.2717970609664917,0.8332780599594116,0.4908953905105591,0.9233369827270508,0.6307394504547119,0.6204498410224915,0.6543269157409668,1.6136198043823242,0.827141284942627,0.38193589448928833,0.848334550857544,0.8253496885299683,0.632211446762085,0.7805317044258118,0.9672732353210449,0.512156069278717,0.5754209756851196,0.8638834357261658,0.6416047811508179,0.5698385238647461,0.9856248497962952,1.0133638381958008,0.48416393995285034,0.8151214122772217,1.0436286926269531,0.7505519390106201,0.5638362169265747,0.72989422082901,0.635951042175293,0.7117476463317871,0.45329999923706055,0.4980964660644531,0.6274927854537964,0.9491828083992004,0.5739592909812927,0.6719124913215637,0.6163405179977417,0.6175844669342041,0.3768123984336853,0.537756085395813,0.4500337541103363,0.41761085391044617,0.5033615231513977,0.48721978068351746,0.6226211190223694,0.5077748894691467,0.9679137468338013,0.5784183740615845,0.49276843667030334,1.0403048992156982,0.48422688245773315,0.4813137948513031,0.6648444533348083,0.5194618105888367,0.5741884708404541,0.6600372195243835,0.499260276556015,0.4505093991756439,0.698614239692688,0.6614148020744324,1.4198657274246216,0.6351401805877686,0.9635031819343567,1.2105046510696411,0.8789640069007874,0.920579195022583,0.7564789056777954,0.5779868960380554,0.5154963731765747,1.342456579208374,1.2572646141052246,1.047506332397461,0.9271325469017029,0.780092716217041,1.090522050857544,1.9103037118911743,0.7779327630996704,1.0690301656723022,0.9460054039955139,0.5580164194107056,0.6974645256996155,0.7099826335906982,0.6534410715103149,0.43806013464927673,0.45510175824165344,0.7438033223152161,0.6711843013763428,0.5531455278396606,1.317958116531372,1.1362051963806152,0.6321620345115662,0.5840120315551758,0.6969155073165894,0.5353173017501831,0.7024367451667786,0.6722981333732605,0.49270105361938477,0.7034288644790649,0.4665813446044922,0.48357483744621277,0.5634101033210754,0.36518624424934387,1.1131441593170166,0.6896992921829224,0.48663508892059326,0.5758538246154785,0.4547513723373413,0.42880144715309143,0.9929150342941284,0.4664381444454193,0.6121163368225098,0.6618545055389404,0.2993050515651703,0.5610253810882568,0.5956120491027832,0.7503268122673035,0.41174864768981934,0.5210750699043274,0.26010429859161377,0.32607465982437134,0.5756014585494995,0.5029579997062683,0.531585693359375,0.5913384556770325,0.44369983673095703,0.9438414573669434,0.44970160722732544,0.47874587774276733,0.43492668867111206,0.38154205679893494,0.5541119575500488,0.6285136342048645,0.4688221216201782,1.2517454624176025,0.7714029550552368,0.7505104541778564,0.8091070652008057,0.6578612923622131,0.5644534826278687,0.7583576440811157,0.738086462020874,0.40762853622436523,1.6147348880767822,0.44412878155708313,0.5626432299613953,0.5899783968925476,0.6133451461791992,0.3419756293296814,0.5024373531341553,0.9270662069320679,0.5846537351608276,0.4506107270717621,0.4565744400024414,0.3685895800590515,1.2877678871154785,0.5360407829284668,0.5390422940254211,0.5224886536598206,0.5012602210044861,0.5539416074752808,0.5437053442001343,0.5646479725837708,0.9411200881004333,0.5122956037521362,0.9361623525619507,0.5340543389320374,0.45572957396507263,0.4943414330482483,0.5267292261123657,0.535494863986969,0.5972257852554321,0.6575716137886047,0.7468650937080383,0.6225926280021667,0.7952680587768555,0.8821310997009277,0.7666651010513306,0.6576930284500122,0.9426177740097046,0.8702290058135986,0.7017112970352173,0.7382751107215881,0.4269034266471863,0.8614600896835327,0.4433751702308655,1.0974595546722412,0.42865222692489624,0.43941453099250793,1.0603560209274292,0.7452410459518433,0.6786465644836426,0.44384217262268066,0.9124227166175842,0.6830633878707886,0.8354617953300476,0.5422369241714478,0.5582304000854492,0.6335126757621765,0.6332816481590271,0.5380446314811707,0.6414686441421509,0.610674262046814,0.6541168093681335,0.676445484161377,0.5911557674407959,1.0244221687316895,0.6728966236114502,0.6321420073509216,0.5902613997459412,0.548721194267273,0.6627835035324097,0.6440359354019165,0.6166976094245911,0.9755970239639282,0.8739914894104004,0.7469819784164429,0.7171229124069214,0.47457200288772583,1.0218337774276733,0.5267429351806641,1.2994226217269897,0.4833626449108124,0.5085124969482422,1.1554722785949707,0.866180956363678,0.7813568115234375,0.7654529213905334,0.8560894727706909,0.8244147896766663,0.8838883638381958,0.6416844725608826,0.6094340085983276,0.6806151866912842,0.8410201072692871,0.6915695667266846,0.6391130089759827,0.8280825614929199,0.9440397024154663,0.6737390756607056,0.6841772198677063,0.6408339142799377,0.6345062851905823,0.6046018600463867,0.49069181084632874,0.6389269232749939,0.4946092963218689,0.5858467221260071,0.6495181322097778,0.9127699136734009,0.4633054733276367,0.5236576199531555,0.5273257493972778,0.7452676892280579,0.5629047155380249,0.5447307825088501,0.6869539022445679,0.7004578113555908,0.845473051071167,0.6279661655426025,0.584923267364502,0.7336663007736206,0.4104101061820984,0.8588778972625732,0.5181599259376526,0.5112253427505493,0.6459929943084717,0.575343132019043,0.5559837818145752,0.9627115726470947,0.7377470135688782,0.7094875574111938,0.6701741814613342,0.43030494451522827,0.6367049217224121,0.7619085311889648,0.6973366737365723,0.6763192415237427,0.7788821458816528,0.4173528552055359,1.121185302734375,0.6611136198043823,0.8601599931716919,0.9675445556640625,0.9106340408325195,0.6681305170059204,0.7450244426727295,0.6842842102050781,0.7782735824584961,0.43876102566719055,1.2818825244903564,0.5287292003631592,0.8377024531364441,0.8665950298309326,0.6675102710723877,1.2265725135803223,0.7300063967704773,0.8114162683486938,0.5288698673248291,0.7733718156814575,0.7371813058853149,0.6784340739250183,0.788083016872406,1.186898112297058,0.7914238572120667,0.7184669971466064,0.5832083225250244,0.5552788972854614,0.7718006372451782,0.7491329908370972,0.638096809387207,0.35613691806793213,0.5109953284263611,0.699533998966217,0.4711780548095703,0.577233076095581,0.5797191858291626,0.6190799474716187,0.562354326248169,0.5331296920776367,0.6026105284690857,0.34355247020721436,0.623631477355957,0.4713302254676819,0.42457202076911926,0.43595409393310547,0.7862567901611328,0.3449738025665283,0.5802518725395203,0.3208284378051758,0.453303724527359,0.5698137283325195,0.9207143783569336,0.5248193740844727,0.46079903841018677,0.7764484882354736,0.9362900853157043,0.5701453685760498,1.4025630950927734,0.5809705257415771,0.46418577432632446,0.5156787037849426,0.47090306878089905,0.517615795135498,1.5383186340332031,1.0095655918121338,0.5962256789207458,0.7661736011505127,0.5551241636276245,0.5424914360046387,1.247515320777893,0.4942132830619812,0.48624396324157715,0.5121440887451172,1.2553901672363281,0.8031248450279236,0.5415794849395752,0.5358023643493652,0.5609333515167236,0.6050328612327576,0.6553241014480591,1.104648470878601,1.3726811408996582,0.46688753366470337,0.5364623069763184,0.6400688886642456,0.5202397108078003,1.1278353929519653,0.60764479637146,0.4666781425476074,0.5794593095779419,0.5299730896949768,0.49874821305274963,0.5840781927108765,0.45162689685821533,0.5701595544815063,0.5557447671890259,0.7074242830276489,0.45569825172424316,0.5545849204063416]"
K7AFJ3,663,0.11312217194570136,75,random_mean,0.4994798185941043,0.12079554817452351,0.11173333333333334,
K7AFJ3,663,0.11312217194570136,75,shuffled_mean,0.4982083900226757,0.11999984681183892,0.10706666666666663,
K7B0J2,75,0.48,36,attention_weights,0.4188034188034188,0.45852874970766055,0.4444444444444444,
K7B0J2,75,0.48,36,integrated_gradients,0.4786324786324786,0.448147946108638,0.4444444444444444,"[10.321779251098633,13.955415725708008,7.692525386810303,10.724710464477539,9.057744026184082,8.504767417907715,7.074795722961426,4.949337005615234,5.875958442687988,8.77330207824707,4.405979156494141,7.49317741394043,6.503459930419922,6.167856216430664,5.2134013175964355,5.433331489562988,5.838864326477051,4.852860450744629,6.538777828216553,5.290657043457031,4.147103309631348,3.064002513885498,5.428565979003906,4.024317741394043,4.958958625793457,5.464950084686279,3.8428525924682617,3.555530309677124,6.915661811828613,7.188250541687012,9.376338958740234,5.748111724853516,5.330155849456787,5.366904258728027,4.386505126953125,4.655923843383789,8.488885879516602,7.0975661277771,5.800603866577148,7.108880996704102,9.25426197052002,7.085027694702148,9.139734268188477,4.584714889526367,3.923222064971924,6.7894110679626465,5.151055812835693,3.8551440238952637,5.406182765960693,3.9354844093322754,10.080852508544922,4.271478652954102,5.339034557342529,4.415717124938965,2.2814135551452637,5.162511348724365,5.673272132873535,6.072736740112305,3.527475595474243,7.228965759277344,2.1895718574523926,4.525669097900391,5.381190776824951,5.0813775062561035,9.03079605102539,8.184530258178711,3.8037633895874023,3.2073347568511963,3.0417070388793945,3.6169276237487793,3.3592357635498047,4.677413463592529,5.479467391967773,6.580409526824951,4.301467418670654]"
K7B0J2,75,0.48,36,random_mean,0.4876068376068376,0.4961646268003552,0.46972222222222215,
K7B0J2,75,0.48,36,shuffled_mean,0.4981695156695157,0.5027862936016487,0.48361111111111116,
K7AFB3,151,0.15894039735099338,24,attention_weights,0.3428477690288714,0.11860490343212411,0.041666666666666664,
K7AFB3,151,0.15894039735099338,24,integrated_gradients,0.2585301837270342,0.10661174867587482,0.041666666666666664,"[16.03711700439453,8.235038757324219,13.524813652038574,5.016762733459473,6.827172756195068,3.1132116317749023,3.2204036712646484,5.557015895843506,3.14272403717041,3.42144513130188,4.024389266967773,3.981717586517334,4.496574878692627,2.821063995361328,2.891306161880493,3.766989231109619,3.568118095397949,3.144451141357422,2.0600576400756836,3.580043315887451,3.75523042678833,2.576829671859741,3.4320430755615234,6.750214576721191,3.5775256156921387,8.107577323913574,3.9140024185180664,2.9789583683013916,3.100703001022339,3.4306349754333496,3.4301388263702393,4.713295936584473,2.5029165744781494,1.3737746477127075,1.5286297798156738,2.671865463256836,2.6046972274780273,2.0319719314575195,3.2300848960876465,2.9664254188537598,1.6938180923461914,2.0038461685180664,1.6558151245117188,2.8081161975860596,1.3246780633926392,2.120487689971924,3.0186619758605957,1.8361698389053345,1.889297366142273,1.1975393295288086,2.4979898929595947,3.785048007965088,2.473496437072754,1.5266371965408325,1.9356770515441895,2.121020555496216,1.867319107055664,2.8282976150512695,2.637662410736084,2.377373695373535,3.6055898666381836,1.9870169162750244,1.7532587051391602,2.1747446060180664,2.4715704917907715,2.457263946533203,2.4356815814971924,1.86708664894104,3.4756479263305664,3.030075788497925,2.2058846950531006,3.3349032402038574,2.3597326278686523,1.8575090169906616,2.6377758979797363,1.9401808977127075,2.4143495559692383,1.728471279144287,4.436527252197266,1.523066759109497,2.0218560695648193,2.4288973808288574,1.9913283586502075,2.179765462875366,2.700150966644287,2.255080223083496,1.8427857160568237,2.1353559494018555,3.0268592834472656,3.1522703170776367,3.567187786102295,7.956196308135986,4.656375885009766,3.6601874828338623,4.7387590408325195,5.042223930358887,7.2669782638549805,2.883986473083496,2.2770581245422363,3.3458850383758545,3.187285900115967,4.68380880355835,3.3629887104034424,3.3508095741271973,2.929020404815674,1.9150969982147217,2.051163911819458,2.2103376388549805,2.9941587448120117,3.29732608795166,3.4003844261169434,2.786648988723755,2.8688547611236572,2.4410746097564697,2.949723482131958,3.66656494140625,3.160757541656494,1.6503726243972778,3.4834933280944824,3.272777557373047,1.7059011459350586,2.434486150741577,2.0149271488189697,1.9887127876281738,2.227574348449707,2.025594472885132,1.7409608364105225,1.8498891592025757,1.4960780143737793,3.457286834716797,3.0433578491210938,1.7283307313919067,1.8750112056732178,2.433387041091919,2.9019064903259277,1.8676592111587524,1.8596124649047852,3.5720696449279785,2.6044816970825195,1.8361958265304565,2.5797154903411865,2.5025930404663086,2.21494722366333,2.553784132003784,2.5718188285827637,2.1058192253112793,2.180967330932617,3.318018913269043,3.8190672397613525,2.523153305053711,2.989950180053711]"
K7AFB3,151,0.15894039735099338,24,random_mean,0.48095472440944886,0.17432240875888677,0.14458333333333334,
K7AFB3,151,0.15894039735099338,24,shuffled_mean,0.4956856955380578,0.18544328844989347,0.16166666666666665,
K6Z6W8,79,0.379746835443038,30,attention_weights,0.40680272108843535,0.3159432888054209,0.23333333333333334,
