sequence_id,split,label,sequence_length,source_row_index
allergen_3389,train,1,145,1838
allergen_993,train,1,108,1839
allergen_1048,train,1,365,1840
allergen_1930,train,1,151,1841
allergen_2709,train,1,820,1842
allergen_2192,train,1,270,1843
allergen_493,train,1,109,1844
allergen_768,train,1,162,1845
allergen_359,train,1,178,1846
allergen_104,train,1,113,1847
allergen_1286,train,1,186,1848
allergen_1267,train,1,190,1849
allergen_1751,train,1,189,1850
allergen_2950,train,1,134,1851
allergen_3159,train,1,119,1852
allergen_3103,train,1,142,1853
allergen_1049,train,1,132,1854
allergen_2099,train,1,348,1855
allergen_1061,train,1,431,1856
allergen_1453,train,1,137,1857
allergen_2208,train,1,525,1858
allergen_2270,train,1,136,1859
allergen_1122,train,1,391,1860
allergen_3238,train,1,210,1861
allergen_2926,train,1,134,1862
allergen_2509,train,1,16,1863
allergen_1892,train,1,386,1864
allergen_203,train,1,160,1865
allergen_567,train,1,161,1866
allergen_2487,train,1,450,1867
allergen_51,train,1,396,1868
allergen_1966,train,1,359,1869
allergen_2391,train,1,160,1870
allergen_1695,train,1,285,1871
allergen_2164,train,1,159,1872
allergen_3222,train,1,175,1873
allergen_1136,train,1,114,1874
allergen_1389,train,1,157,1875
allergen_2002,train,1,263,1876
allergen_1305,train,1,26,1877
allergen_1340,train,1,101,1878
allergen_2122,train,1,133,1879
allergen_2851,train,1,191,1880
allergen_1950,train,1,131,1881
allergen_1563,train,1,105,1882
allergen_970,train,1,118,1883
allergen_155,train,1,144,1884
allergen_3106,train,1,348,1885
allergen_1755,train,1,94,1886
allergen_2433,train,1,39,1887
allergen_1484,train,1,159,1888
allergen_862,train,1,110,1889
allergen_1268,train,1,76,1890
allergen_345,train,1,159,1891
allergen_1687,train,1,216,1892
allergen_1127,train,1,272,1893
allergen_2520,train,1,117,1894
allergen_612,train,1,316,1895
allergen_58,train,1,499,1896
allergen_2266,train,1,177,1897
allergen_2265,train,1,380,1898
allergen_579,train,1,145,1899
allergen_393,train,1,346,1900
allergen_1775,train,1,142,1901
allergen_1442,train,1,327,1902
allergen_2680,train,1,142,1903
allergen_2613,train,1,180,1904
allergen_2744,train,1,518,1905
allergen_3066,train,1,162,1906
allergen_63,train,1,263,1907
allergen_2572,train,1,25,1908
allergen_3321,train,1,80,1909
allergen_849,train,1,133,1910
allergen_3098,train,1,564,1911
allergen_561,train,1,415,1912
allergen_661,train,1,107,1913
allergen_2887,train,1,609,1914
allergen_1367,train,1,160,1915
allergen_770,train,1,284,1916
allergen_992,train,1,108,1917
allergen_3156,train,1,621,1918
allergen_756,train,1,290,1919
allergen_2168,train,1,334,1920
allergen_670,train,1,129,1921
allergen_2797,train,1,475,1922
allergen_1068,train,1,254,1923
allergen_2024,train,1,258,1924
allergen_2731,train,1,172,1925
allergen_2082,train,1,117,1926
allergen_2379,train,1,389,1927
allergen_147,train,1,386,1928
allergen_2362,train,1,108,1929
allergen_107,train,1,440,1930
allergen_67,train,1,212,1931
allergen_3447,train,1,252,1932
allergen_1174,train,1,247,1933
allergen_2094,train,1,393,1934
allergen_42,train,1,203,1935
allergen_3328,train,1,72,1936
allergen_2504,train,1,12,1937
allergen_1621,train,1,131,1938
allergen_1183,train,1,266,1939
allergen_2735,train,1,94,1940
allergen_888,train,1,848,1941
allergen_340,train,1,159,1942
allergen_2592,train,1,25,1943
allergen_1086,train,1,227,1944
allergen_1349,train,1,279,1945
allergen_2958,train,1,131,1946
allergen_533,train,1,266,1947
allergen_45,train,1,227,1948
allergen_1105,train,1,333,1949
allergen_2732,train,1,157,1950
allergen_2184,train,1,84,1951
allergen_369,train,1,141,1952
allergen_253,train,1,50,1953
allergen_2983,train,1,335,1954
allergen_809,train,1,557,1955
allergen_2717,train,1,115,1956
allergen_317,train,1,160,1957
allergen_2743,train,1,518,1958
allergen_236,train,1,310,1959
allergen_765,train,1,109,1960
allergen_2537,train,1,82,1961
allergen_2666,train,1,213,1962
allergen_2998,train,1,213,1963
allergen_3273,train,1,231,1964
allergen_2942,train,1,134,1965
allergen_1232,train,1,313,1966
allergen_159,train,1,395,1967
allergen_610,train,1,160,1968
allergen_1627,train,1,135,1969
allergen_1910,train,1,152,1970
allergen_272,train,1,284,1971
allergen_1080,train,1,284,1972
allergen_2668,train,1,129,1973
allergen_1993,train,1,284,1974
allergen_2523,train,1,159,1975
allergen_3196,train,1,248,1976
allergen_3136,train,1,299,1977
allergen_255,train,1,158,1978
allergen_409,train,1,179,1979
allergen_728,train,1,110,1980
allergen_2811,train,1,158,1981
allergen_3349,train,1,210,1982
allergen_2931,train,1,134,1983
allergen_2088,train,1,287,1984
allergen_2054,train,1,108,1985
allergen_1606,train,1,129,1986
allergen_1058,train,1,115,1987
allergen_1671,train,1,192,1988
allergen_1372,train,1,58,1989
allergen_401,train,1,284,1990
allergen_2951,train,1,134,1991
allergen_2480,train,1,18,1992
allergen_2686,train,1,157,1993
allergen_2867,train,1,308,1994
allergen_2713,train,1,166,1995
allergen_3442,train,1,157,1996
allergen_3298,train,1,233,1997
allergen_1186,train,1,199,1998
allergen_384,train,1,131,1999
allergen_1603,train,1,132,2000
allergen_3093,train,1,142,2001
allergen_2377,train,1,271,2002
allergen_622,train,1,134,2003
allergen_153,train,1,159,2004
allergen_1238,train,1,145,2005
allergen_668,train,1,151,2006
allergen_273,train,1,284,2007
allergen_2842,train,1,163,2008
allergen_1328,train,1,149,2009
allergen_2821,train,1,264,2010
allergen_3374,train,1,163,2011
allergen_1110,train,1,333,2012
allergen_305,train,1,84,2013
allergen_296,train,1,145,2014
allergen_2833,train,1,155,2015
allergen_555,train,1,140,2016
allergen_2132,train,1,213,2017
allergen_2241,train,1,159,2018
allergen_2879,train,1,348,2019
allergen_1822,train,1,385,2020
allergen_1936,train,1,455,2021
allergen_1557,train,1,287,2022
allergen_72,train,1,138,2023
allergen_651,train,1,146,2024
allergen_1443,train,1,160,2025
allergen_3496,train,1,137,2026
allergen_3460,train,1,236,2027
allergen_1723,train,1,274,2028
allergen_599,train,1,140,2029
allergen_40,train,1,151,2030
allergen_2695,train,1,153,2031
allergen_673,train,1,330,2032
allergen_3192,train,1,259,2033
allergen_1626,train,1,132,2034
allergen_2294,train,1,226,2035
allergen_693,train,1,225,2036
allergen_3163,train,1,264,2037
allergen_2814,train,1,445,2038
allergen_3100,train,1,211,2039
allergen_1055,train,1,88,2040
allergen_2221,train,1,580,2041
allergen_335,train,1,284,2042
allergen_41,train,1,227,2043
allergen_3141,train,1,284,2044
allergen_21,train,1,160,2045
allergen_1582,train,1,111,2046
allergen_2624,train,1,159,2047
allergen_3218,train,1,276,2048
allergen_167,train,1,215,2049
allergen_664,train,1,518,2050
allergen_266,train,1,134,2051
allergen_1708,train,1,405,2052
allergen_3354,train,1,347,2053
allergen_613,train,1,316,2054
allergen_2768,train,1,277,2055
allergen_2754,train,1,275,2056
allergen_1326,train,1,20,2057
allergen_494,train,1,109,2058
allergen_803,train,1,356,2059
allergen_1051,train,1,132,2060
allergen_1491,train,1,269,2061
allergen_2639,train,1,159,2062
allergen_2187,train,1,19,2063
allergen_1846,train,1,136,2064
allergen_1785,train,1,131,2065
allergen_2426,train,1,122,2066
allergen_3014,train,1,132,2067
allergen_1368,train,1,160,2068
allergen_1221,train,1,134,2069
allergen_2550,train,1,11,2070
allergen_1188,train,1,63,2071
allergen_2385,train,1,269,2072
allergen_3489,train,1,137,2073
allergen_234,train,1,114,2074
allergen_1350,train,1,285,2075
allergen_2645,train,1,159,2076
allergen_754,train,1,152,2077
allergen_2796,train,1,56,2078
allergen_1581,train,1,241,2079
allergen_2917,train,1,134,2080
allergen_365,train,1,459,2081
allergen_1832,train,1,374,2082
allergen_2010,train,1,160,2083
allergen_1318,train,1,280,2084
allergen_1177,train,1,50,2085
allergen_429,train,1,125,2086
allergen_1614,train,1,141,2087
allergen_128,train,1,204,2088
allergen_2360,train,1,155,2089
allergen_3040,train,1,698,2090
allergen_3402,train,1,278,2091
allergen_1887,train,1,131,2092
allergen_437,train,1,205,2093
allergen_1702,train,1,364,2094
allergen_2071,train,1,94,2095
allergen_1204,train,1,42,2096
allergen_2662,train,1,452,2097
allergen_1097,train,1,433,2098
allergen_1566,train,1,157,2099
allergen_529,train,1,42,2100
allergen_2654,train,1,104,2101
allergen_671,train,1,118,2102
allergen_1881,train,1,472,2103
allergen_1410,train,1,294,2104
allergen_451,train,1,134,2105
allergen_3419,train,1,258,2106
allergen_1957,train,1,143,2107
allergen_2910,train,1,123,2108
allergen_3070,train,1,217,2109
allergen_426,train,1,367,2110
allergen_145,train,1,219,2111
allergen_168,train,1,110,2112
allergen_1593,train,1,129,2113
allergen_1462,train,1,160,2114
allergen_897,train,1,133,2115
allergen_2557,train,1,744,2116
allergen_825,train,1,363,2117
allergen_619,train,1,41,2118
allergen_3140,train,1,155,2119
allergen_3027,train,1,472,2120
allergen_2655,train,1,212,2121
allergen_1820,train,1,323,2122
allergen_3350,train,1,350,2123
allergen_3246,train,1,415,2124
allergen_699,train,1,243,2125
allergen_3417,train,1,276,2126
allergen_3463,train,1,235,2127
allergen_1552,train,1,287,2128
allergen_2305,train,1,256,2129
allergen_99,train,1,160,2130
allergen_1128,train,1,109,2131
allergen_1542,train,1,129,2132
allergen_152,train,1,608,2133
allergen_1515,train,1,222,2134
allergen_1374,train,1,26,2135
allergen_653,train,1,145,2136
allergen_3046,train,1,450,2137
allergen_187,train,1,160,2138
allergen_3535,train,1,314,2139
allergen_443,train,1,161,2140
allergen_2738,train,1,367,2141
allergen_1436,train,1,152,2142
allergen_2255,train,1,594,2143
allergen_2040,train,1,397,2144
allergen_303,train,1,287,2145
allergen_2610,train,1,60,2146
allergen_720,train,1,115,2147
allergen_541,train,1,321,2148
allergen_807,train,1,90,2149
allergen_1571,train,1,167,2150
allergen_2049,train,1,303,2151
allergen_810,train,1,177,2152
allergen_2039,train,1,397,2153
allergen_1201,train,1,63,2154
allergen_2822,train,1,259,2155
allergen_586,train,1,144,2156
allergen_2245,train,1,135,2157
allergen_1707,train,1,238,2158
allergen_39,train,1,382,2159
allergen_2160,train,1,661,2160
allergen_2920,train,1,131,2161
allergen_3497,train,1,137,2162
allergen_2935,train,1,134,2163
allergen_44,train,1,209,2164
allergen_418,train,1,367,2165
allergen_1875,train,1,150,2166
allergen_1338,train,1,261,2167
allergen_1978,train,1,167,2168
allergen_2799,train,1,304,2169
allergen_2531,train,1,19,2170
allergen_2135,train,1,213,2171
allergen_2275,train,1,284,2172
allergen_2227,train,1,385,2173
allergen_1683,train,1,131,2174
allergen_2339,train,1,215,2175
allergen_3394,train,1,143,2176
allergen_108,train,1,162,2177
allergen_660,train,1,131,2178
allergen_3211,train,1,278,2179
allergen_1023,train,1,160,2180
allergen_2034,train,1,116,2181
allergen_3494,train,1,137,2182
allergen_3423,train,1,266,2183
allergen_1959,train,1,137,2184
allergen_2308,train,1,608,2185
allergen_823,train,1,34,2186
allergen_608,train,1,160,2187
allergen_2234,train,1,426,2188
allergen_3527,train,1,357,2189
allergen_2166,train,1,88,2190
allergen_3458,train,1,222,2191
allergen_2611,train,1,40,2192
allergen_100,train,1,160,2193
allergen_3536,train,1,160,2194
allergen_3189,train,1,262,2195
allergen_1745,train,1,222,2196
allergen_2437,train,1,283,2197
allergen_1519,train,1,398,2198
allergen_57,train,1,176,2199
allergen_2207,train,1,110,2200
allergen_2025,train,1,259,2201
allergen_1932,train,1,775,2202
allergen_786,train,1,454,2203
allergen_11,train,1,160,2204
allergen_2417,train,1,257,2205
allergen_1798,train,1,134,2206
allergen_2195,train,1,876,2207
allergen_1142,train,1,132,2208
allergen_522,train,1,168,2209
allergen_2962,train,1,134,2210
allergen_1259,train,1,108,2211
allergen_2534,train,1,18,2212
allergen_2004,train,1,158,2213
allergen_157,train,1,202,2214
allergen_1823,train,1,266,2215
allergen_2335,train,1,222,2216
allergen_308,train,1,166,2217
allergen_1608,train,1,131,2218
allergen_1509,train,1,264,2219
allergen_2892,train,1,106,2220
allergen_2986,train,1,874,2221
allergen_210,train,1,160,2222
allergen_1503,train,1,160,2223
allergen_1845,train,1,136,2224
allergen_2546,train,1,14,2225
allergen_1261,train,1,173,2226
allergen_2539,train,1,551,2227
allergen_2835,train,1,209,2228
allergen_1856,train,1,140,2229
allergen_2146,train,1,264,2230
allergen_3514,train,1,23,2231
allergen_1737,train,1,210,2232
allergen_3382,train,1,110,2233
allergen_2626,train,1,159,2234
allergen_2810,train,1,452,2235
allergen_1617,train,1,141,2236
allergen_3385,train,1,147,2237
allergen_3250,train,1,383,2238
allergen_514,train,1,392,2239
allergen_3478,train,1,138,2240
allergen_2617,train,1,403,2241
allergen_1324,train,1,160,2242
allergen_2547,train,1,24,2243
allergen_3351,train,1,349,2244
allergen_3096,train,1,126,2245
allergen_784,train,1,147,2246
allergen_3485,train,1,138,2247
allergen_457,train,1,585,2248
allergen_635,train,1,115,2249
allergen_2829,train,1,264,2250
allergen_1904,train,1,152,2251
allergen_459,train,1,115,2252
allergen_237,train,1,118,2253
allergen_2373,train,1,140,2254
allergen_998,train,1,379,2255
allergen_1125,train,1,166,2256
allergen_2353,train,1,23,2257
allergen_3111,train,1,284,2258
allergen_554,train,1,131,2259
allergen_2341,train,1,100,2260
allergen_2960,train,1,134,2261
allergen_1428,train,1,178,2262
allergen_1652,train,1,273,2263
allergen_2044,train,1,154,2264
allergen_421,train,1,367,2265
allergen_1173,train,1,852,2266
allergen_2185,train,1,41,2267
allergen_3084,train,1,319,2268
allergen_3099,train,1,728,2269
allergen_2352,train,1,247,2270
allergen_3453,train,1,238,2271
allergen_913,train,1,256,2272
allergen_2376,train,1,287,2273
allergen_3101,train,1,368,2274
allergen_37,train,1,150,2275
allergen_988,train,1,160,2276
allergen_2560,train,1,130,2277
allergen_2104,train,1,94,2278
allergen_1980,train,1,137,2279
allergen_3137,train,1,398,2280
allergen_3198,train,1,255,2281
allergen_1404,train,1,83,2282
allergen_2286,train,1,159,2283
allergen_1644,train,1,500,2284
allergen_3479,train,1,137,2285
allergen_1769,train,1,99,2286
allergen_1511,train,1,367,2287
allergen_2514,train,1,205,2288
allergen_1958,train,1,137,2289
allergen_883,train,1,281,2290
allergen_2243,train,1,200,2291
allergen_1731,train,1,438,2292
allergen_1333,train,1,562,2293
allergen_659,train,1,416,2294
allergen_2809,train,1,506,2295
allergen_1263,train,1,93,2296
allergen_3269,train,1,233,2297
allergen_3483,train,1,137,2298
allergen_978,train,1,308,2299
allergen_2406,train,1,292,2300
allergen_932,train,1,295,2301
allergen_1262,train,1,234,2302
allergen_436,train,1,166,2303
allergen_2084,train,1,302,2304
allergen_3312,train,1,87,2305
allergen_506,train,1,121,2306
allergen_570,train,1,194,2307
allergen_1836,train,1,284,2308
allergen_968,train,1,96,2309
allergen_2992,train,1,640,2310
allergen_1129,train,1,153,2311
allergen_878,train,1,159,2312
allergen_1309,train,1,20,2313
allergen_2828,train,1,292,2314
allergen_558,train,1,86,2315
allergen_1555,train,1,287,2316
allergen_1431,train,1,125,2317
allergen_1030,train,1,89,2318
allergen_1826,train,1,130,2319
allergen_2791,train,1,336,2320
allergen_2969,train,1,134,2321
allergen_2483,train,1,37,2322
allergen_1345,train,1,145,2323
allergen_2042,train,1,345,2324
allergen_2824,train,1,278,2325
allergen_2850,train,1,588,2326
allergen_1947,train,1,241,2327
allergen_2729,train,1,157,2328
allergen_1925,train,1,131,2329
allergen_642,train,1,153,2330
allergen_2230,train,1,132,2331
allergen_2026,train,1,222,2332
allergen_858,train,1,109,2333
allergen_495,train,1,129,2334
allergen_2117,train,1,129,2335
allergen_2343,train,1,285,2336
allergen_779,train,1,282,2337
allergen_2027,train,1,137,2338
allergen_1984,train,1,77,2339
allergen_2749,train,1,92,2340
allergen_875,train,1,364,2341
allergen_91,train,1,206,2342
allergen_2779,train,1,182,2343
allergen_1865,train,1,137,2344
allergen_2177,train,1,131,2345
allergen_511,train,1,109,2346
allergen_1348,train,1,145,2347
allergen_1924,train,1,145,2348
allergen_1967,train,1,272,2349
allergen_2525,train,1,163,2350
allergen_2252,train,1,594,2351
allergen_2375,train,1,118,2352
allergen_2946,train,1,134,2353
allergen_2756,train,1,124,2354
allergen_460,train,1,692,2355
allergen_325,train,1,367,2356
allergen_2705,train,1,652,2357
allergen_3292,train,1,204,2358
allergen_1193,train,1,63,2359
allergen_2866,train,1,109,2360
allergen_3363,train,1,322,2361
allergen_2795,train,1,158,2362
allergen_2073,train,1,284,2363
allergen_3467,train,1,214,2364
allergen_3133,train,1,437,2365
allergen_3336,train,1,65,2366
allergen_1610,train,1,132,2367
allergen_2048,train,1,154,2368
allergen_2656,train,1,558,2369
allergen_521,train,1,21,2370
allergen_1063,train,1,486,2371
allergen_1045,train,1,490,2372
allergen_3313,train,1,86,2373
allergen_2818,train,1,147,2374
allergen_2151,train,1,342,2375
allergen_989,train,1,91,2376
allergen_2511,train,1,16,2377
allergen_344,train,1,159,2378
allergen_2063,train,1,108,2379
allergen_1928,train,1,101,2380
allergen_1463,train,1,160,2381
allergen_2940,train,1,134,2382
allergen_2306,train,1,156,2383
allergen_3180,train,1,255,2384
allergen_2465,train,1,17,2385
allergen_2316,train,1,78,2386
allergen_1551,train,1,287,2387
allergen_1406,train,1,804,2388
allergen_3490,train,1,137,2389
allergen_870,train,1,236,2390
allergen_287,train,1,274,2391
allergen_3446,train,1,250,2392
allergen_1524,train,1,222,2393
allergen_1195,train,1,146,2394
allergen_2219,train,1,611,2395
allergen_2944,train,1,134,2396
allergen_1689,train,1,128,2397
allergen_1591,train,1,504,2398
allergen_2864,train,1,119,2399
allergen_3045,train,1,386,2400
allergen_2158,train,1,283,2401
allergen_2567,train,1,12,2402
allergen_876,train,1,226,2403
allergen_1937,train,1,500,2404
allergen_2939,train,1,134,2405
allergen_1079,train,1,401,2406
allergen_1537,train,1,129,2407
allergen_2340,train,1,23,2408
allergen_788,train,1,321,2409
allergen_2199,train,1,525,2410
allergen_3008,train,1,300,2411
allergen_3551,train,1,16,2412
allergen_1094,train,1,131,2413
allergen_102,train,1,131,2414
allergen_815,train,1,116,2415
allergen_1146,train,1,116,2416
allergen_2358,train,1,139,2417
allergen_2174,train,1,133,2418
allergen_251,train,1,240,2419
allergen_1191,train,1,164,2420
allergen_2173,train,1,131,2421
allergen_569,train,1,116,2422
allergen_1831,train,1,374,2423
allergen_3022,train,1,177,2424
allergen_3270,train,1,232,2425
allergen_2156,train,1,366,2426
allergen_802,train,1,776,2427
allergen_312,train,1,634,2428
allergen_2190,train,1,174,2429
allergen_819,train,1,246,2430
allergen_618,train,1,154,2431
allergen_2389,train,1,227,2432
allergen_2984,train,1,286,2433
allergen_77,train,1,180,2434
allergen_1918,train,1,152,2435
allergen_122,train,1,158,2436
allergen_1355,train,1,379,2437
allergen_2231,train,1,132,2438
allergen_2201,train,1,525,2439
allergen_2787,train,1,533,2440
allergen_945,train,1,107,2441
allergen_2683,train,1,105,2442
allergen_2285,train,1,547,2443
allergen_1784,train,1,131,2444
allergen_1945,train,1,246,2445
allergen_240,train,1,495,2446
allergen_1171,train,1,106,2447
allergen_2936,train,1,134,2448
allergen_1816,train,1,419,2449
allergen_1206,train,1,206,2450
allergen_950,train,1,92,2451
allergen_2251,train,1,594,2452
allergen_60,train,1,146,2453
allergen_2711,train,1,157,2454
allergen_820,train,1,246,2455
allergen_3406,train,1,288,2456
allergen_3251,train,1,383,2457
allergen_1464,train,1,160,2458
allergen_2322,train,1,303,2459
allergen_530,train,1,206,2460
allergen_3505,train,1,156,2461
allergen_1870,train,1,137,2462
allergen_1052,train,1,117,2463
allergen_1573,train,1,514,2464
allergen_2817,train,1,147,2465
allergen_1597,train,1,21,2466
allergen_1512,train,1,284,2467
allergen_2081,train,1,117,2468
allergen_1584,train,1,132,2469
allergen_2272,train,1,509,2470
allergen_2363,train,1,265,2471
allergen_2776,train,1,137,2472
allergen_319,train,1,137,2473
allergen_1561,train,1,115,2474
allergen_2458,train,1,17,2475
allergen_1224,train,1,386,2476
allergen_3513,train,1,46,2477
allergen_1920,train,1,152,2478
allergen_2667,train,1,142,2479
allergen_3184,train,1,535,2480
allergen_3370,train,1,183,2481
allergen_1803,train,1,515,2482
allergen_3294,train,1,239,2483
allergen_624,train,1,176,2484
allergen_2837,train,1,210,2485
allergen_836,train,1,308,2486
allergen_3436,train,1,241,2487
allergen_2068,train,1,108,2488
allergen_2204,train,1,525,2489
allergen_1756,train,1,263,2490
allergen_1809,train,1,514,2491
allergen_2097,train,1,169,2492
allergen_1115,train,1,213,2493
allergen_2337,train,1,222,2494
allergen_711,train,1,160,2495
allergen_532,train,1,133,2496
allergen_1953,train,1,191,2497
allergen_2028,train,1,364,2498
allergen_2167,train,1,432,2499
allergen_1194,train,1,155,2500
allergen_2784,train,1,643,2501
allergen_2597,train,1,57,2502
allergen_2120,train,1,374,2503
allergen_573,train,1,118,2504
allergen_1740,train,1,284,2505
allergen_1158,train,1,789,2506
allergen_2751,train,1,275,2507
allergen_2963,train,1,309,2508
allergen_639,train,1,84,2509
allergen_892,train,1,403,2510
allergen_1994,train,1,284,2511
allergen_2427,train,1,274,2512
allergen_3091,train,1,625,2513
allergen_174,train,1,374,2514
allergen_2220,train,1,603,2515
allergen_576,train,1,24,2516
allergen_3359,train,1,341,2517
allergen_2489,train,1,221,2518
allergen_1544,train,1,129,2519
allergen_991,train,1,108,2520
allergen_1109,train,1,284,2521
allergen_2579,train,1,15,2522
allergen_2301,train,1,499,2523
allergen_817,train,1,160,2524
allergen_1792,train,1,131,2525
allergen_3083,train,1,129,2526
allergen_956,train,1,115,2527
allergen_564,train,1,214,2528
allergen_2428,train,1,112,2529
allergen_2568,train,1,14,2530
allergen_2031,train,1,134,2531
allergen_881,train,1,121,2532
allergen_960,train,1,197,2533
allergen_3333,train,1,65,2534
allergen_3226,train,1,614,2535
allergen_1525,train,1,222,2536
allergen_1432,train,1,379,2537
allergen_1977,train,1,181,2538
allergen_2006,train,1,335,2539
allergen_3174,train,1,280,2540
allergen_488,train,1,131,2541
allergen_967,train,1,218,2542
allergen_3129,train,1,284,2543
allergen_2524,train,1,159,2544
allergen_2621,train,1,499,2545
allergen_2412,train,1,195,2546
allergen_2274,train,1,155,2547
allergen_3455,train,1,233,2548
allergen_2367,train,1,70,2549
allergen_408,train,1,125,2550
allergen_2119,train,1,129,2551
allergen_2952,train,1,134,2552
allergen_549,train,1,143,2553
allergen_332,train,1,563,2554
allergen_356,train,1,168,2555
allergen_1639,train,1,159,2556
allergen_2782,train,1,185,2557
allergen_3138,train,1,398,2558
allergen_1162,train,1,153,2559
allergen_1341,train,1,88,2560
allergen_1315,train,1,224,2561
allergen_1675,train,1,281,2562
allergen_2087,train,1,160,2563
allergen_3388,train,1,136,2564
allergen_195,train,1,151,2565
allergen_282,train,1,286,2566
allergen_3161,train,1,116,2567
allergen_177,train,1,79,2568
allergen_1412,train,1,160,2569
allergen_1108,train,1,380,2570
allergen_2476,train,1,16,2571
allergen_1044,train,1,217,2572
allergen_1064,train,1,131,2573
allergen_869,train,1,118,2574
allergen_1691,train,1,219,2575
allergen_2497,train,1,117,2576
allergen_3082,train,1,153,2577
allergen_3001,train,1,388,2578
allergen_3178,train,1,251,2579
allergen_2078,train,1,117,2580
allergen_840,train,1,109,2581
allergen_1917,train,1,152,2582
allergen_285,train,1,131,2583
allergen_2605,train,1,24,2584
allergen_371,train,1,131,2585
allergen_2368,train,1,90,2586
allergen_1805,train,1,166,2587
allergen_920,train,1,31,2588
allergen_1039,train,1,164,2589
allergen_1280,train,1,291,2590
allergen_2840,train,1,210,2591
allergen_1646,train,1,82,2592
allergen_2599,train,1,28,2593
allergen_1592,train,1,538,2594
allergen_110,train,1,161,2595
allergen_1145,train,1,115,2596
allergen_856,train,1,133,2597
allergen_1346,train,1,145,2598
allergen_123,train,1,138,2599
allergen_3002,train,1,286,2600
allergen_1640,train,1,152,2601
allergen_1946,train,1,131,2602
allergen_3444,train,1,245,2603
allergen_3300,train,1,108,2604
allergen_2615,train,1,155,2605
allergen_299,train,1,313,2606
allergen_293,train,1,131,2607
allergen_2602,train,1,15,2608
allergen_1440,train,1,134,2609
allergen_828,train,1,84,2610
allergen_2450,train,1,24,2611
allergen_309,train,1,133,2612
allergen_879,train,1,157,2613
allergen_3546,train,1,43,2614
allergen_143,train,1,705,2615
allergen_3042,train,1,532,2616
allergen_1272,train,1,386,2617
allergen_3520,train,1,20,2618
allergen_1660,train,1,138,2619
allergen_1638,train,1,115,2620
allergen_2559,train,1,130,2621
allergen_410,train,1,285,2622
allergen_1791,train,1,131,2623
allergen_2414,train,1,158,2624
allergen_2607,train,1,21,2625
allergen_3367,train,1,337,2626
allergen_2640,train,1,181,2627
allergen_377,train,1,726,2628
allergen_2338,train,1,222,2629
allergen_2110,train,1,171,2630
allergen_2542,train,1,17,2631
allergen_2647,train,1,618,2632
allergen_2682,train,1,466,2633
allergen_1522,train,1,177,2634
allergen_2970,train,1,134,2635
allergen_2533,train,1,18,2636
allergen_729,train,1,92,2637
allergen_1248,train,1,280,2638
allergen_2293,train,1,190,2639
allergen_2994,train,1,204,2640
allergen_3191,train,1,255,2641
allergen_1531,train,1,222,2642
allergen_1549,train,1,287,2643
allergen_1713,train,1,533,2644
allergen_2564,train,1,15,2645
allergen_1154,train,1,93,2646
allergen_3341,train,1,58,2647
allergen_980,train,1,172,2648
allergen_2859,train,1,181,2649
allergen_175,train,1,131,2650
allergen_1277,train,1,302,2651
allergen_2823,train,1,313,2652
allergen_1426,train,1,157,2653
allergen_1601,train,1,240,2654
allergen_2096,train,1,169,2655
allergen_3263,train,1,221,2656
allergen_3047,train,1,500,2657
allergen_3254,train,1,383,2658
allergen_1530,train,1,222,2659
allergen_3345,train,1,357,2660
allergen_2149,train,1,12,2661
allergen_1103,train,1,364,2662
allergen_3407,train,1,244,2663
allergen_2188,train,1,12,2664
allergen_2228,train,1,132,2665
allergen_1559,train,1,125,2666
allergen_2254,train,1,595,2667
allergen_3323,train,1,70,2668
allergen_3450,train,1,256,2669
allergen_2714,train,1,114,2670
allergen_3197,train,1,407,2671
allergen_2261,train,1,216,2672
allergen_2225,train,1,605,2673
allergen_2512,train,1,13,2674
allergen_2284,train,1,356,2675
allergen_2126,train,1,131,2676
allergen_944,train,1,284,2677
allergen_2282,train,1,284,2678
allergen_2346,train,1,564,2679
allergen_3413,train,1,275,2680
allergen_3020,train,1,484,2681
allergen_607,train,1,415,2682
allergen_2162,train,1,514,2683
allergen_1265,train,1,224,2684
allergen_1335,train,1,143,2685
allergen_1899,train,1,119,2686
allergen_1663,train,1,115,2687
allergen_3074,train,1,280,2688
allergen_523,train,1,608,2689
allergen_17,train,1,143,2690
allergen_1009,train,1,422,2691
allergen_3327,train,1,66,2692
allergen_685,train,1,128,2693
allergen_1197,train,1,129,2694
allergen_467,train,1,215,2695
allergen_3033,train,1,535,2696
allergen_1997,train,1,284,2697
allergen_1780,train,1,131,2698
allergen_2513,train,1,39,2699
allergen_1786,train,1,131,2700
allergen_2356,train,1,20,2701
allergen_1387,train,1,166,2702
allergen_2098,train,1,169,2703
allergen_1170,train,1,106,2704
allergen_2408,train,1,257,2705
allergen_2383,train,1,128,2706
allergen_3086,train,1,219,2707
allergen_3057,train,1,228,2708
allergen_238,train,1,388,2709
allergen_2906,train,1,131,2710
allergen_3523,train,1,25,2711
allergen_730,train,1,655,2712
allergen_924,train,1,357,2713
allergen_3482,train,1,137,2714
allergen_2271,train,1,426,2715
allergen_3243,train,1,419,2716
allergen_1970,train,1,153,2717
allergen_1982,train,1,158,2718
allergen_271,train,1,131,2719
allergen_1245,train,1,373,2720
allergen_738,train,1,115,2721
allergen_3361,train,1,329,2722
allergen_2145,test,1,264,0
allergen_109,test,1,161,1
